
frame0085.png frame0078.png
52 54
53 55
54 56
56 57
58 58
59 59
60 60
61 61
62 62
63 63
65 64
67 65
68 66
69 67
70 68
72 69
73 70
77 71
78 72
80 73
81 74
83 75
91 76

frame0065.png frame0049.png
0 59
6 60
14 61
16 62
17 63
18 64

frame0147.png frame0146.png
0 5
1 6
2 7
3 8
4 9
5 10
6 11
7 12
8 13
9 14
10 15
11 16
12 17
13 18
14 19
15 20
16 21
17 22
18 23
19 24
20 25
21 26
22 27
23 28
24 29
25 30
26 31
27 32
28 33
29 34
30 35
31 36
32 37
33 38
34 39
35 40
36 41
37 42
38 43
39 44
40 45
41 46
42 47
43 48
44 49
45 50
46 51
47 52
48 53
49 54
50 55
51 56
52 57
53 58
55 59
56 60
57 61
58 62
59 63
60 64
61 65
62 66
63 67
64 68
65 69
66 70
67 71
68 72
69 73
70 74
71 75
73 76
74 77
75 78
77 79
78 80
79 81
80 82
81 83
83 84
84 85
85 86
86 87
87 88
88 89
92 90

frame0123.png frame0118.png
1 23
2 24
4 25
6 26
7 27
8 28
13 29
14 30
18 31
20 32
21 33
23 34
25 35
27 36
28 37
32 38
39 39
43 40
44 41
45 42
47 43
49 44

frame0036.png frame0035.png
0 2
1 3
2 4
3 5
4 6
5 7
6 8
7 9
8 10
9 11
10 12
11 13
12 14
13 15
14 16
15 17
16 18
17 19
19 20
20 21
21 22
23 23
24 24
25 25
26 26
27 27
28 28
29 29
30 30
31 31
32 32
33 33
34 34
35 35
36 36
37 37
38 38
39 39
40 40
41 41
42 42
43 43
44 44
45 45
47 46
48 47
49 48
50 49
51 50
52 51
53 52
54 53
55 54
56 55
57 56
58 57

frame0148.png frame0146.png
0 24
1 25
2 26
3 27
4 28
5 29
6 30
7 31
8 32
9 33
10 34
11 35
12 36
13 37
14 38
15 39
16 40
17 41
18 42
19 43
20 44
21 45
22 46
23 47
24 48
25 49
26 50
27 51
28 52
29 53
30 54
31 55
32 56
33 57
34 58
36 59
37 60
39 61
40 62
41 63
42 64
43 65
45 66
46 67
47 68
48 69
49 70
50 71
51 72
52 73
53 74
54 75
57 76
58 77
59 78
61 79
62 80
63 81
64 82
65 83
67 84
69 85
70 86
71 87
72 88
73 89
79 90

frame0022.png frame0010.png
0 42
4 43
6 44
9 45
10 46
11 47
12 48
13 49
15 50
16 51
17 52
21 53
28 54
30 55
32 56
36 57
40 58
41 59
43 60
45 61
47 62
52 63
53 64

frame0044.png frame0035.png
0 32
1 33
2 34
3 35
6 36
8 37
10 38
11 39
14 40
16 41
17 42
18 43
20 44
21 45
24 46
26 47
27 48
28 49
29 50
31 51
34 52
36 53
37 54
41 55
43 56
49 57

frame0009.png frame0007.png
0 5
2 6
5 7
7 8
9 9
10 10
11 11
12 12
13 13
14 14
15 15
16 16
17 17
18 18
19 19
20 20
21 21
22 22
23 23
24 24
25 25
26 26
27 27
28 28
29 29
30 30
31 31
32 32
33 33
34 34
36 35
37 36
38 37
39 38
40 39
42 40
43 41
44 42
45 43
46 44
47 45
48 46
49 47
50 48

frame0048.png frame0038.png
0 45
2 46
5 47
7 48
8 49
14 50
20 51
27 52
30 53
47 54

frame0160.png frame0149.png
3 69
4 70
5 71
6 72
17 73
18 74
20 75
26 76
35 77
39 78
49 79

frame0034.png frame0009.png
4 55
15 56
24 57
25 58

frame0037.png frame0012.png
2 67
7 68
8 69
17 70
18 71

frame0176.png frame0175.png
0 7
1 8
2 9
3 10
4 11
5 12
6 13
7 14
8 15
9 16
10 17
11 18
12 19
13 20
14 21
15 22
16 23
17 24
18 25
20 26
21 27
22 28
23 29
24 30
25 31
26 32
27 33
28 34
29 35
30 36
31 37
32 38
33 39
35 40
36 41
38 42
39 43
41 44
42 45
43 46
45 47
46 48
47 49
48 50
49 51
50 52
51 53
52 54
53 55
55 56
56 57
57 58
58 59
59 60
60 61
61 62
62 63
64 64
65 65
66 66
67 67
68 68
69 69
70 70

frame0024.png frame0015.png
0 45
3 46
4 47
5 48
7 49
11 50
12 51
14 52
18 53
20 54
21 55
22 56
23 57
24 58
26 59
27 60
28 61
29 62
32 63
34 64
35 65
36 66
37 67
40 68
41 69
42 70

frame0117.png frame0111.png
0 39
1 40
2 41
4 42
13 43
15 44
17 45
18 46
19 47
23 48
24 49
26 50

frame0082.png frame0067.png
1 56
4 57
5 58
8 59

frame0120.png frame0114.png
0 29
1 30
3 31
4 32
5 33
13 34
14 35
17 36
20 37
21 38
25 39
26 40
27 41
46 42
51 43

frame0028.png frame0011.png
0 59
5 60
9 61
10 62
13 63
15 64
16 65
19 66
20 67
23 68
27 69
28 70
35 71
36 72

frame0031.png frame0014.png
0 57
1 58
2 59
4 60
6 61
7 62
11 63
12 64
15 65
20 66
21 67
29 68
30 69

frame0163.png frame0158.png
3 29
4 30
5 31
6 32
7 33
8 34
9 35
10 36
11 37
12 38
13 39
14 40
17 41
18 42
19 43
20 44
21 45
22 46
23 47
24 48
25 49
27 50
28 51
29 52
30 53
31 54
38 55
39 56
44 57
45 58
48 59
49 60
50 61
51 62
52 63
55 64
56 65
60 66

frame0040.png frame0030.png
0 33
2 34
3 35
4 36
6 37
7 38
9 39
11 40
14 41
15 42
16 43
17 44
19 45
21 46
22 47
24 48
25 49
28 50
33 51
34 52
35 53
36 54
37 55
38 56
39 57

frame0125.png frame0116.png
3 33
11 34
18 35
21 36
25 37
33 38
39 39
41 40
43 41
45 42

frame0072.png frame0068.png
0 25
1 26
2 27
3 28
4 29
6 30
7 31
8 32
9 33
10 34
11 35
14 36
15 37
16 38
17 39
18 40
19 41
20 42
21 43
23 44
25 45
26 46
30 47
32 48
33 49
35 50
39 51
43 52
44 53
47 54
52 55
54 56
55 57
56 58
58 59

frame0041.png frame0033.png
0 30
1 31
2 32
3 33
4 34
6 35
8 36
10 37
11 38
12 39
13 40
14 41
16 42
18 43
19 44
22 45
23 46
24 47
25 48
27 49
30 50
31 51
32 52
33 53
34 54
35 55
37 56
38 57
39 58
40 59
42 60

frame0022.png frame0013.png
0 41
1 42
4 43
6 44
8 45
9 46
10 47
11 48
12 49
13 50
15 51
16 52
17 53
21 54
22 55
23 56
28 57
29 58
30 59
32 60
35 61
36 62
37 63
38 64
40 65
41 66
42 67
43 68
45 69
47 70
48 71
52 72
53 73

frame0044.png frame0026.png
0 44
1 45
2 46
3 47
10 48
11 49
16 50
20 51
28 52
29 53
31 54
34 55
37 56

frame0009.png frame0008.png
0 3
1 4
2 5
3 6
5 7
7 8
9 9
10 10
11 11
12 12
13 13
14 14
15 15
16 16
17 17
18 18
19 19
20 20
21 21
22 22
23 23
24 24
25 25
26 26
27 27
28 28
29 29
30 30
31 31
32 32
33 33
34 34
36 35
37 36
38 37
39 38
40 39
42 40
43 41
44 42
45 43
46 44
47 45
48 46
49 47
50 48
51 49
52 50
54 51
56 52

frame0179.png frame0175.png
0 29
1 30
2 31
3 32
4 33
5 34
6 35
7 36
8 37
9 38
10 39
13 40
14 41
17 42
19 43
23 44
24 45
25 46
27 47
28 48
29 49
31 50
32 51
33 52
34 53
35 54
36 55
39 56
41 57
42 58
43 59
44 60
45 61
46 62
47 63
51 64
52 65
53 66
54 67
55 68
58 69
60 70

frame0024.png frame0022.png
0 18
1 19
2 20
3 21
4 22
5 23
6 24
7 25
8 26
9 27
11 28
12 29
14 30
17 31
18 32
19 33
20 34
21 35
22 36
23 37
24 38
25 39
26 40
27 41
28 42
29 43
31 44
32 45
34 46
35 47
36 48
37 49
38 50
39 51
40 52
41 53
42 54
43 55
45 56
47 57
48 58
49 59
51 60
53 61

frame0136.png frame0133.png
0 30
1 31
2 32
3 33
4 34
6 35
7 36
8 37
9 38
11 39
12 40
14 41
15 42
17 43
18 44
19 45
21 46
23 47
24 48
25 49
26 50
27 51
30 52
32 53
33 54
34 55
37 56
39 57
40 58
42 59
43 60
44 61
47 62
48 63
49 64
50 65
52 66
54 67
55 68
56 69
58 70
60 71
61 72
62 73
66 74
68 75
69 76
70 77
71 78
72 79
73 80
74 81
76 82
78 83

frame0013.png frame0012.png
0 2
1 3
2 4
3 5
4 6
5 7
6 8
7 9
8 10
9 11
10 12
11 13
12 14
13 15
14 16
15 17
16 18
17 19
18 20
19 21
20 22
21 23
22 24
23 25
24 26
25 27
26 28
27 29
28 30
29 31
31 32
32 33
33 34
34 35
35 36
36 37
37 38
38 39
39 40
40 41
41 42
43 43
44 44
45 45
46 46
47 47
48 48
49 49
50 50
51 51
52 52
53 53
54 54
56 55
57 56
58 57
59 58
60 59
61 60
62 61
64 62
65 63
66 64
67 65
68 66
69 67
70 68
71 69
72 70
73 71

frame0091.png frame0078.png
0 71
14 72

frame0038.png frame0028.png
0 26
1 27
2 28
3 29
5 30
6 31
7 32
8 33
10 34
11 35
12 36
14 37
15 38
16 39
18 40
19 41
21 42
23 43
25 44
26 45
27 46
28 47
32 48
33 49
34 50
35 51
38 52
44 53
45 54
46 55
47 56
48 57
49 58

frame0117.png frame0104.png
0 69
1 70
2 71

frame0121.png frame0109.png
0 49
2 50
10 51
11 52
17 53

frame0141.png frame0135.png
0 46
5 47
6 48
7 49
12 50
13 51
15 52
22 53
23 54
24 55
25 56
26 57
27 58
28 59
29 60
30 61
33 62
35 63
36 64
37 65
38 66
39 67
40 68
41 69
42 70
43 71
44 72
45 73
46 74
48 75
49 76
50 77
51 78
52 79
53 80
54 81
55 82
58 83
61 84
62 85
63 86

frame0143.png frame0132.png
0 62
3 63
10 64
11 65
12 66
13 67
17 68
19 69
20 70
27 71
29 72
30 73
35 74
39 75
40 76
41 77
42 78
43 79
46 80

frame0121.png frame0119.png
0 6
1 7
2 8
3 9
4 10
5 11
6 12
7 13
8 14
9 15
10 16
11 17
13 18
14 19
16 20
17 21
18 22
20 23
21 24
22 25
23 26
24 27
26 28
27 29
28 30
30 31
31 32
33 33
34 34
35 35
36 36
37 37
38 38
39 39
40 40
41 41
42 42
45 43
48 44
49 45
50 46
52 47
53 48
55 49
57 50
58 51

frame0046.png frame0031.png
0 45
2 46
3 47
7 48
15 49
16 50
17 51
19 52
22 53
24 54
25 55

frame0104.png frame0098.png
1 47
3 48
5 49
6 50
7 51
11 52
13 53
14 54
15 55
16 56
19 57
20 58
21 59
22 60
24 61
27 62
28 63
29 64
30 65
32 66
35 67
40 68
41 69
42 70
43 71
44 72
45 73
46 74
47 75
48 76
50 77
51 78
53 79
54 80
55 81
57 82
58 83
61 84
63 85
64 86
66 87

frame0073.png frame0067.png
0 34
1 35
2 36
3 37
6 38
7 39
8 40
9 41
10 42
11 43
12 44
13 45
15 46
18 47
23 48
26 49
27 50
30 51
38 52
41 53
44 54
51 55
53 56
54 57
55 58
57 59

frame0054.png frame0047.png
3 42
6 43
7 44
8 45
9 46
11 47
12 48
15 49
16 50
18 51
21 52
22 53
24 54
25 55
28 56
29 57
30 58
31 59
34 60
38 61
39 62
45 63
46 64
48 65
56 66
58 67
59 68
70 69

frame0022.png frame0004.png
9 41

frame0061.png frame0055.png
0 39
1 40
2 41
3 42
4 43
5 44
6 45
7 46
8 47
9 48
15 49
20 50
22 51
23 52
26 53
27 54
28 55
29 56
32 57
35 58
38 59
39 60
44 61
45 62
46 63
47 64
48 65
52 66
53 67
54 68
55 69
56 70
57 71
58 72
62 73
68 74
69 75

frame0088.png frame0075.png
1 65
2 66

frame0034.png frame0027.png
0 20
2 21
3 22
4 23
5 24
8 25
10 26
13 27
14 28
15 29
16 30
17 31
19 32
20 33
21 34
22 35
23 36
24 37
25 38
26 39
27 40
28 41
30 42
31 43
32 44
33 45
35 46
36 47
37 48
38 49
41 50
42 51
44 52
47 53
52 54
53 55
54 56
55 57
57 58

frame0049.png frame0043.png
1 40
2 41
3 42
5 43
8 44
11 45
12 46
13 47
17 48
20 49
24 50
26 51
27 52
28 53
29 54
30 55
31 56
33 57
36 58
38 59
39 60
41 61
42 62
43 63
46 64

frame0013.png frame0005.png
0 23
4 24
5 25
6 26
7 27
9 28
10 29
14 30
15 31
17 32
18 33
19 34
20 35
23 36
24 37
26 38
27 39
28 40
29 41
31 42
33 43
38 44
41 45
46 46

frame0070.png frame0062.png
0 59
1 60
2 61
3 62
4 63
5 64
7 65
10 66
11 67
14 68
16 69
19 70
23 71
25 72
32 73
37 74
40 75
55 76
56 77
57 78

frame0092.png frame0079.png
6 69
12 70
29 71

frame0038.png frame0023.png
0 39
1 40
2 41
5 42
6 43
7 44
11 45
12 46
15 47
16 48
18 49
19 50
23 51
25 52
26 53
27 54
28 55
33 56

frame0165.png frame0145.png
2 91

frame0117.png frame0113.png
0 27
1 28
2 29
4 30
6 31
13 32
14 33
15 34
16 35
17 36
18 37
19 38
23 39
24 40
25 41
26 42
27 43
29 44
37 45

frame0181.png frame0179.png
0 23
1 24
2 25
3 26
4 27
5 28
6 29
7 30
8 31
9 32
10 33
11 34
12 35
13 36
14 37
15 38
16 39
17 40
18 41
19 42
20 43
21 44
22 45
23 46
24 47
25 48
26 49
27 50
29 51
30 52
31 53
32 54
33 55
34 56
37 57
38 58
39 59
40 60
41 61
42 62
43 63
44 64
45 65
46 66

frame0028.png frame0025.png
0 8
1 9
2 10
3 11
4 12
5 13
7 14
8 15
9 16
10 17
11 18
12 19
13 20
14 21
15 22
16 23
17 24
19 25
20 26
21 27
22 28
23 29
25 30
26 31
27 32
28 33
30 34
31 35
32 36
35 37
36 38
38 39
39 40
40 41
41 42
42 43
43 44
44 45
45 46
46 47
47 48
48 49
49 50
51 51
52 52
53 53
54 54
55 55
56 56
58 57

frame0140.png frame0136.png
0 29
1 30
2 31
3 32
4 33
5 34
6 35
7 36
8 37
9 38
14 39
15 40
16 41
21 42
22 43
24 44
25 45
28 46
29 47
30 48
31 49
32 50
33 51
34 52
35 53
36 54
37 55
39 56
41 57
42 58
43 59
44 60
45 61
46 62
47 63
48 64
49 65
50 66
51 67
52 68
54 69
55 70
56 71
57 72
58 73
59 74
60 75
61 76
62 77
64 78
66 79
67 80
68 81
70 82
71 83
74 84

frame0143.png frame0141.png
0 12
1 13
2 14
3 15
4 16
5 17
6 18
7 19
8 20
9 21
10 22
11 23
12 24
13 25
16 26
17 27
18 28
19 29
20 30
21 31
23 32
24 33
25 34
26 35
27 36
28 37
29 38
30 39
31 40
32 41
33 42
34 43
35 44
36 45
37 46
38 47
39 48
40 49
41 50
42 51
43 52
46 53
47 54
48 55
49 56
50 57
51 58
52 59
56 60
57 61
58 62
59 63
60 64
62 65
63 66
64 67
65 68
66 69
67 70
68 71
69 72
70 73
71 74
72 75
75 76
76 77
77 78
78 79
85 80
89 81
90 82
92 83
93 84
95 85

frame0040.png frame0012.png
0 71

frame0095.png frame0083.png
1 61
20 62

frame0185.png frame0176.png
5 69
7 70
8 71
11 72

frame0046.png frame0038.png
0 34
2 35
3 36
4 37
7 38
8 39
10 40
11 41
14 42
15 43
16 44
17 45
19 46
22 47
24 48
25 49
29 50
34 51
40 52
41 53
56 54

frame0124.png frame0116.png
0 31
1 32
6 33
14 34
20 35
23 36
27 37
35 38
39 39
41 40
43 41
45 42

frame0142.png frame0128.png
1 57
17 58
47 59
48 60
49 61
50 62

frame0073.png frame0068.png
0 32
1 33
2 34
3 35
6 36
7 37
8 38
9 39
10 40
11 41
12 42
13 43
15 44
17 45
18 46
23 47
26 48
27 49
30 50
34 51
38 52
41 53
44 54
51 55
53 56
54 57
55 58
57 59

frame0054.png frame0038.png
3 53
29 54

frame0058.png frame0045.png
1 62
2 63
3 64
12 65
21 66

frame0041.png frame0019.png
0 68
1 69
4 70
8 71
14 72

frame0097.png frame0094.png
0 21
1 22
2 23
3 24
4 25
5 26
6 27
7 28
8 29
11 30
12 31
13 32
14 33
15 34
16 35
17 36
18 37
20 38
21 39
22 40
24 41
25 42
26 43
28 44
30 45
34 46
35 47
36 48
37 49
38 50
39 51
41 52
42 53
43 54
44 55
45 56
46 57
47 58
48 59
49 60
50 61
52 62
53 63
54 64
59 65
62 66
67 67
70 68

frame0061.png frame0048.png
2 54
3 55
5 56
15 57
23 58
26 59
27 60
28 61
45 62
53 63
55 64

frame0154.png frame0143.png
0 87
4 88
5 89
9 90
10 91
12 92
19 93
20 94
21 95

frame0066.png frame0061.png
0 45
1 46
2 47
3 48
4 49
5 50
6 51
7 52
8 53
9 54
10 55
11 56
12 57
16 58
17 59
19 60
21 61
22 62
23 63
24 64
27 65
29 66
30 67
31 68
33 69
36 70
38 71
43 72
50 73
57 74
58 75

frame0103.png frame0096.png
0 44
1 45
2 46
3 47
4 48
6 49
8 50
10 51
11 52
15 53
17 54
18 55
23 56
25 57
26 58
27 59
30 60
32 61
33 62
35 63
38 64
39 65
43 66
46 67
50 68
51 69
54 70
60 71
66 72

frame0088.png frame0082.png
0 38
1 39
2 40
3 41
5 42
6 43
7 44
8 45
9 46
13 47
15 48
17 49
18 50
22 51
23 52
24 53
28 54
29 55
30 56
31 57
32 58
40 59
43 60
45 61
48 62
49 63
50 64
52 65
54 66
55 67
61 68

frame0034.png frame0018.png
3 57
4 58
10 59
14 60
15 61
16 62
19 63
24 64
25 65
27 66
31 67
33 68

frame0112.png frame0104.png
0 42
1 43
2 44
3 45
4 46
5 47
6 48
7 49
8 50
9 51
10 52
13 53
14 54
15 55
18 56
19 57
20 58
21 59
23 60
25 61
26 62
29 63
30 64
31 65
33 66
34 67
35 68
36 69
37 70
38 71

frame0076.png frame0070.png
0 43
1 44
3 45
6 46
7 47
10 48
11 49
18 50
24 51
29 52
30 53
39 54
41 55
44 56
45 57
47 58

frame0149.png frame0141.png
0 61
1 62
2 63
3 64
9 65
10 66
11 67
12 68
13 69
14 70
15 71
16 72
17 73
18 74
19 75
32 76
36 77
37 78
38 79
47 80
53 81
56 82
59 83
63 84
65 85

frame0062.png frame0049.png
0 50
1 51
11 52
16 53
19 54
22 55
23 56
24 57
25 58
36 59
42 60
50 61
52 62
53 63
54 64

frame0045.png frame0039.png
1 26
3 27
5 28
6 29
7 30
9 31
11 32
12 33
13 34
16 35
17 36
19 37
20 38
23 39
24 40
25 41
26 42
28 43
31 44
33 45
34 46
38 47
42 48
47 49
48 50
49 51
51 52
54 53
62 54

frame0101.png frame0090.png
1 67
2 68
5 69
10 70
13 71
14 72

frame0049.png frame0044.png
1 38
2 39
3 40
5 41
8 42
11 43
12 44
13 45
14 46
17 47
20 48
24 49
26 50
27 51
28 52
29 53
30 54
31 55
33 56
36 57
37 58
38 59
39 60
41 61
42 62
43 63
46 64

frame0175.png frame0169.png
0 48
7 49
14 50
15 51
20 52
22 53
28 54
29 55
30 56
31 57
32 58
33 59
50 60
51 61

frame0158.png frame0147.png
3 85
4 86
5 87
6 88
12 89
13 90
14 91
41 92

frame0161.png frame0157.png
2 15
3 16
4 17
5 18
6 19
7 20
8 21
9 22
16 23
17 24
18 25
19 26
20 27
22 28
26 29
27 30
28 31
29 32
30 33
31 34
32 35
33 36
34 37
35 38
36 39
37 40
39 41
40 42
41 43
42 44
43 45
44 46
45 47
46 48
47 49
48 50
49 51
50 52
51 53
57 54
63 55
64 56
66 57
67 58
68 59
70 60
73 61

frame0035.png frame0017.png
0 63
1 64
7 65
11 66
12 67
13 68
16 69
21 70
22 71
24 72
28 73
30 74

frame0038.png frame0014.png
1 66
2 67
11 68
12 69

frame0025.png frame0011.png
5 57
6 58
8 59
13 60
16 61
17 62
20 63
22 64
23 65
25 66
26 67
29 68
32 69
33 70
37 71
38 72

frame0028.png frame0016.png
0 56
5 57
8 58
9 59
10 60
11 61
13 62
15 63
16 64
19 65
20 66
23 67
26 68
27 69
28 70
30 71
35 72
36 73
38 74
41 75
43 76

frame0140.png frame0135.png
0 38
1 39
3 40
4 41
5 42
6 43
7 44
8 45
9 46
14 47
15 48
16 49
21 50
22 51
24 52
29 53
30 54
31 55
32 56
33 57
34 58
35 59
36 60
37 61
39 62
41 63
42 64
43 65
44 66
45 67
46 68
47 69
48 70
49 71
50 72
51 73
52 74
54 75
55 76
56 77
57 78
58 79
59 80
60 81
61 82
64 83
66 84
67 85
68 86

frame0070.png frame0064.png
0 34
1 35
2 36
3 37
4 38
5 39
7 40
10 41
11 42
14 43
15 44
16 45
18 46
19 47
20 48
23 49
25 50
26 51
30 52
31 53
32 54
33 55
34 56
37 57
38 58
40 59
51 60
55 61
56 62
57 63

frame0143.png frame0138.png
0 37
1 38
3 39
4 40
9 41
10 42
11 43
12 44
13 45
16 46
17 47
18 48
19 49
20 50
24 51
25 52
26 53
27 54
28 55
29 56
30 57
31 58
32 59
33 60
34 61
35 62
36 63
37 64
38 65
39 66
40 67
41 68
42 69
43 70
46 71
47 72
48 73
49 74
50 75
51 76
52 77
57 78
58 79
59 80
63 81
64 82
65 83
66 84
67 85
68 86

frame0165.png frame0153.png
2 58
3 59
4 60
5 61
6 62
7 63
8 64
9 65
12 66
14 67
15 68
16 69
24 70
36 71
40 72
41 73

frame0166.png frame0162.png
1 38
3 39
4 40
5 41
6 42
7 43
8 44
9 45
10 46
11 47
13 48
14 49
15 50
16 51
17 52
23 53
26 54
27 55
28 56
31 57
32 58
33 59
34 60
35 61
36 62
37 63
39 64
40 65
41 66
46 67
48 68
50 69
51 70
52 71
53 72
54 73

frame0095.png frame0088.png
1 61
2 62
5 63
6 64
7 65
10 66
13 67
15 68
16 69
17 70
20 71
21 72
22 73
23 74
27 75
40 76

frame0046.png frame0041.png
0 22
2 23
3 24
4 25
5 26
7 27
8 28
10 29
11 30
14 31
15 32
16 33
17 34
19 35
20 36
22 37
24 38
25 39
29 40
32 41
34 42
39 43
40 44
41 45
42 46
43 47
44 48
46 49
49 50
51 51
53 52
54 53
56 54
57 55

frame0029.png frame0015.png
1 53
4 54
5 55
6 56
7 57
9 58
11 59
12 60
15 61
16 62
19 63
23 64
24 65
25 66
28 67
33 68
34 69
36 70

frame0105.png frame0102.png
0 25
2 26
3 27
4 28
6 29
7 30
8 31
9 32
12 33
14 34
15 35
16 36
17 37
18 38
19 39
21 40
22 41
23 42
24 43
25 44
26 45
27 46
28 47
29 48
30 49
32 50
34 51
35 52
36 53
37 54
38 55
39 56
40 57
41 58
42 59
43 60
44 61
45 62
46 63
48 64
49 65
50 66
51 67
52 68
53 69
54 70
55 71
57 72
58 73
59 74
60 75
61 76
62 77
63 78
64 79
65 80
66 81
67 82

frame0124.png frame0115.png
0 35
1 36
6 37
27 38
35 39
39 40
43 41
45 42

frame0016.png frame0012.png
0 19
1 20
2 21
3 22
4 23
5 24
6 25
8 26
9 27
11 28
12 29
13 30
15 31
19 32
20 33
23 34
24 35
25 36
26 37
27 38
29 39
30 40
32 41
33 42
36 43
37 44
38 45
39 46
40 47
41 48
42 49
43 50
44 51
45 52
46 53
49 54
51 55
54 56
55 57
56 58
57 59
59 60
60 61
62 62
63 63
64 64
65 65
66 66
67 67
69 68
70 69
72 70
73 71

frame0142.png frame0139.png
0 18
1 19
2 20
3 21
4 22
5 23
6 24
7 25
8 26
9 27
10 28
11 29
15 30
16 31
17 32
18 33
19 34
20 35
23 36
24 37
25 38
26 39
27 40
28 41
31 42
32 43
33 44
34 45
35 46
36 47
37 48
38 49
39 50
40 51
41 52
42 53
43 54
44 55
45 56
46 57
47 58
48 59
49 60
50 61
53 62
54 63
55 64
56 65
57 66
58 67
59 68
63 69
64 70
65 71
69 72
70 73
71 74
72 75
73 76
74 77
77 78
80 79
90 80

frame0019.png frame0009.png
1 31
5 32
6 33
9 34
10 35
11 36
12 37
15 38
16 39
19 40
23 41
25 42
28 43
29 44
30 45
32 46
35 47
36 48
40 49
46 50
48 51
50 52
54 53
58 54
60 55
63 56
66 57
67 58

frame0058.png frame0052.png
0 37
1 38
2 39
3 40
4 41
5 42
6 43
9 44
12 45
14 46
17 47
20 48
21 49
22 50
23 51
24 52
25 53
26 54
27 55
32 56
34 57
36 58
38 59
39 60
40 61
41 62
43 63
47 64
49 65
50 66
52 67
53 68
56 69
58 70
59 71
60 72
61 73
62 74
64 75
65 76

frame0041.png frame0020.png
0 62
1 63
4 64
8 65
14 66

frame0097.png frame0087.png
3 64
5 65
6 66
7 67
11 68
18 69
36 70

frame0098.png frame0095.png
0 15
1 16
2 17
3 18
4 19
6 20
7 21
8 22
9 23
10 24
11 25
12 26
13 27
15 28
16 29
17 30
19 31
20 32
21 33
23 34
25 35
26 36
27 37
29 38
31 39
32 40
33 41
35 42
36 43
38 44
39 45
40 46
41 47
42 48
43 49
44 50
45 51
46 52
48 53
49 54
50 55
52 56
53 57
55 58
60 59
62 60
63 61
69 62
70 63
73 64
78 65
82 66

frame0154.png frame0150.png
0 40
1 41
2 42
3 43
4 44
5 45
6 46
7 47
9 48
10 49
11 50
12 51
13 52
14 53
15 54
16 55
18 56
19 57
20 58
21 59
22 60
23 61
24 62
25 63
26 64
27 65
28 66
29 67
30 68
31 69
32 70
34 71
36 72
37 73
38 74
41 75
42 76
43 77
44 78
50 79
52 80
56 81

frame0066.png frame0052.png
0 66
2 67
3 68
8 69
10 70
11 71
12 72
16 73
22 74
31 75
33 76

frame0108.png frame0100.png
1 50
4 51
5 52
6 53
7 54
10 55
11 56
12 57
13 58
17 59
19 60
20 61
21 62
22 63
23 64
24 65
25 66
26 67
27 68
29 69
30 70
31 71
34 72
35 73
36 74
39 75
40 76
41 77
42 78
44 79
45 80
46 81
47 82
48 83
49 84
51 85

frame0181.png frame0170.png
0 55
8 56
9 57
10 58
11 59
19 60
20 61
21 62
22 63

frame0037.png frame0032.png
0 13
2 14
3 15
4 16
5 17
6 18
7 19
8 20
9 21
10 22
11 23
12 24
13 25
14 26
16 27
17 28
18 29
20 30
21 31
22 32
24 33
25 34
26 35
27 36
29 37
30 38
31 39
32 40
33 41
35 42
36 43
37 44
38 45
39 46
40 47
41 48
45 49
46 50
47 51
48 52
49 53
50 54
51 55
52 56

frame0185.png frame0175.png
5 69
7 70

frame0077.png frame0073.png
0 30
1 31
2 32
4 33
5 34
6 35
10 36
11 37
12 38
13 39
17 40
18 41
20 42
22 43
24 44
26 45
27 46
28 47
29 48
30 49
32 50
35 51
36 52
37 53
40 54
41 55
42 56
43 57
45 58
46 59
47 60
49 61
50 62
51 63
54 64
57 65
60 66
64 67
66 68

frame0023.png frame0013.png
0 47
1 48
2 49
3 50
5 51
6 52
7 53
11 54
12 55
13 56
19 57
20 58
22 59
24 60
27 61
28 62
29 63
30 64
32 65
33 66
34 67
35 68
37 69
40 70
41 71
45 72
46 73

frame0133.png frame0130.png
0 13
1 14
2 15
3 16
4 17
5 18
6 19
7 20
8 21
9 22
10 23
11 24
12 25
13 26
14 27
15 28
16 29
17 30
19 31
20 32
22 33
23 34
24 35
25 36
26 37
27 38
29 39
30 40
32 41
33 42
34 43
35 44
36 45
38 46
39 47
41 48
42 49
43 50
44 51
45 52
46 53
47 54
48 55
52 56
53 57
54 58
55 59
56 60
57 61
58 62
61 63
62 64
63 65
64 66
65 67
70 68
71 69
76 70
77 71
78 72
79 73
80 74

frame0062.png frame0056.png
0 34
1 35
2 36
3 37
4 38
5 39
8 40
11 41
16 42
18 43
19 44
22 45
23 46
24 47
25 48
27 49
28 50
29 51
32 52
35 53
36 54
39 55
41 56
42 57
43 58
44 59
45 60
49 61
50 62
51 63
52 64
53 65
54 66
55 67
60 68
68 69
69 70

frame0045.png frame0032.png
1 41
5 42
6 43
9 44
11 45
12 46
13 47
16 48
23 49
24 50
25 51
26 52
28 53
31 54
33 55
34 56

frame0010.png frame0002.png
6 19
10 20
11 21
12 22
13 23
14 24
15 25
18 26
19 27
21 28
23 29
24 30
26 31
27 32
29 33
30 34
31 35
32 36
35 37
39 38
45 39

frame0049.png frame0037.png
5 53
11 54
20 55
